"region1","year","co2","pop","gdp","gdp_per_capita","co2_per_capita","accumulated_co2"
"Africa",1750,0,0,0,NA,NA,0
"Africa",1751,0,0,0,NA,NA,0
"Africa",1752,0,0,0,NA,NA,0
"Africa",1753,0,0,0,NA,NA,0
"Africa",1754,0,0,0,NA,NA,0
"Africa",1755,0,0,0,NA,NA,0
"Africa",1756,0,0,0,NA,NA,0
"Africa",1757,0,0,0,NA,NA,0
"Africa",1758,0,0,0,NA,NA,0
"Africa",1759,0,0,0,NA,NA,0
"Africa",1760,0,0,0,NA,NA,0
"Africa",1761,0,0,0,NA,NA,0
"Africa",1762,0,0,0,NA,NA,0
"Africa",1763,0,0,0,NA,NA,0
"Africa",1764,0,0,0,NA,NA,0
"Africa",1765,0,0,0,NA,NA,0
"Africa",1766,0,0,0,NA,NA,0
"Africa",1767,0,0,0,NA,NA,0
"Africa",1768,0,0,0,NA,NA,0
"Africa",1769,0,0,0,NA,NA,0
"Africa",1770,0,0,0,NA,NA,0
"Africa",1771,0,0,0,NA,NA,0
"Africa",1772,0,0,0,NA,NA,0
"Africa",1773,0,0,0,NA,NA,0
"Africa",1774,0,0,0,NA,NA,0
"Africa",1775,0,0,0,NA,NA,0
"Africa",1776,0,0,0,NA,NA,0
"Africa",1777,0,0,0,NA,NA,0
"Africa",1778,0,0,0,NA,NA,0
"Africa",1779,0,0,0,NA,NA,0
"Africa",1780,0,0,0,NA,NA,0
"Africa",1781,0,0,0,NA,NA,0
"Africa",1782,0,0,0,NA,NA,0
"Africa",1783,0,0,0,NA,NA,0
"Africa",1784,0,0,0,NA,NA,0
"Africa",1785,0,0,0,NA,NA,0
"Africa",1786,0,0,0,NA,NA,0
"Africa",1787,0,0,0,NA,NA,0
"Africa",1788,0,0,0,NA,NA,0
"Africa",1789,0,0,0,NA,NA,0
"Africa",1790,0,0,0,NA,NA,0
"Africa",1791,0,0,0,NA,NA,0
"Africa",1792,0,0,0,NA,NA,0
"Africa",1793,0,0,0,NA,NA,0
"Africa",1794,0,0,0,NA,NA,0
"Africa",1795,0,0,0,NA,NA,0
"Africa",1796,0,0,0,NA,NA,0
"Africa",1797,0,0,0,NA,NA,0
"Africa",1798,0,0,0,NA,NA,0
"Africa",1799,0,0,0,NA,NA,0
"Africa",1800,0,0,0,NA,NA,0
"Africa",1801,0,0,0,NA,NA,0
"Africa",1802,0,0,0,NA,NA,0
"Africa",1803,0,0,0,NA,NA,0
"Africa",1804,0,0,0,NA,NA,0
"Africa",1805,0,0,0,NA,NA,0
"Africa",1806,0,0,0,NA,NA,0
"Africa",1807,0,0,0,NA,NA,0
"Africa",1808,0,0,0,NA,NA,0
"Africa",1809,0,0,0,NA,NA,0
"Africa",1810,0,0,0,NA,NA,0
"Africa",1811,0,0,0,NA,NA,0
"Africa",1812,0,0,0,NA,NA,0
"Africa",1813,0,0,0,NA,NA,0
"Africa",1814,0,0,0,NA,NA,0
"Africa",1815,0,0,0,NA,NA,0
